message,label
"Your bank representative requires your ATM PIN for KYC verification.","scam"
"Your card has been used for an international purchase. Share the OTP to cancel it.","scam"
"Your account has been selected for a cashback offer. Pay Rs 10 to activate the reward.","scam"
"Your electricity bill has an overdue amount. Pay through this unknown link immediately.","scam"
"Your parcel contains an important document. Pay the customs charge immediately.","scam"
"Your bank account needs immediate verification because of a suspicious login.","scam"
"Your loan has been approved. Pay the processing fee to receive the money.","scam"
"Your credit card reward points will expire today. Click the link to redeem them.","scam"
"Your account has received a suspicious payment. Confirm your password to investigate it.","scam"
"Your UPI ID has been selected for a special reward. Share your PIN to claim it.","scam"
"Your job application has been selected. Pay the document verification fee now.","scam"
"Your insurance refund is ready. Pay Rs 300 as a processing charge.","scam"
"Your bank account is eligible for a special loan. Pay the approval fee immediately.","scam"
"Your payment account has been locked. Click the link and enter your login details.","scam"
"Your debit card upgrade requires your card number and OTP.","scam"
"Your bank has detected an unauthorized transfer. Provide your password to stop it.","scam"
"Your digital wallet refund is ready. Enter your wallet PIN to receive it.","scam"
"Your account security check is incomplete. Send your OTP and password immediately.","scam"
"Your parcel is held at customs because of an unpaid fee. Pay now to avoid cancellation.","scam"
"Your bank account has been selected for a cash reward. Pay the activation charge.","scam"
"Your UPI payment has failed. Click this link to receive your refund.","scam"
"Your SIM verification has expired. Send your identity details to keep the number active.","scam"
"Your credit card is eligible for a cash withdrawal offer. Pay the verification fee.","scam"
"Your account will be permanently suspended unless you complete verification now.","scam"
"Your online transaction has been flagged. Click the link to confirm your identity.","scam"
"Your bank has detected a suspicious transaction. Send your OTP to block it.","scam"
"Your job offer is confirmed. Pay the joining fee before receiving your appointment letter.","scam"
"Your shopping account has earned a large cashback. Enter your card details to receive it.","scam"
"Your payment has been reversed. Transfer the amount to this account to correct the transaction.","scam"
"Your account has won a special festival reward. Pay the processing fee to claim it.","scam"
"Your mobile number has been selected for a free gift. Pay the delivery charge to receive it.","scam"
"Your bank account verification is pending. Click this link and enter your password.","scam"
"Your courier has an unpaid delivery charge. Pay immediately through the provided link.","scam"
"Your investment account is ready for withdrawal. Pay a small tax to release the funds.","scam"
"Your UPI account has an unauthorized request. Approve the request to cancel the transaction.","scam"
"Your bank account has been temporarily restricted. Share your card details for verification.","scam"
"Your refund requires a verification payment of Rs 100. Pay now to receive the full amount.","scam"
"Congratulations, you have been selected for the next round of the interview.","legitimate"
"You have been selected for the position and the HR team will contact you shortly.","legitimate"
"Your application has been shortlisted for the next interview round.","legitimate"
"Congratulations on being selected for the internship program.","legitimate"
"You have successfully cleared the first round of the interview.","legitimate"
"You have been selected for the campus placement interview.","legitimate"
"Your job application has been shortlisted by the company.","legitimate"
"Congratulations, you have received an internship offer.","legitimate"
"The company has selected you for the technical interview.","legitimate"
"Your interview selection has been confirmed by the HR department.","legitimate"
"You have been selected for the next round of the interview.",legitimate
"Congratulations, you have been selected for the position.",legitimate
"You got selected for the company Cognizant.",legitimate
"Your interview has been successfully completed.",legitimate
"We are pleased to inform you that you have been selected.",legitimate
"Congratulations on your successful interview.",legitimate
"You have been shortlisted for the software developer position.",legitimate
"Your job application has been accepted.",legitimate
"HR has confirmed your selection for the position.",legitimate
"You have cleared the final interview round.",legitimate
"Welcome to the company. Your joining date is Monday.",legitimate
"Your offer letter is available in the company portal.",legitimate
"Please attend the scheduled interview tomorrow.",legitimate
"Your application for the software engineer role was successful.",legitimate
"Congratulations on being selected for the internship.",legitimate
"Your campus placement selection has been confirmed.",legitimate
"You have successfully completed the recruitment process.",legitimate
"Your joining formalities will begin next week.",legitimate
"HR would like to discuss your joining process.",legitimate
"Your appointment letter has been issued.",legitimate
"You have been selected for a work from home job. Pay ₹2000 registration fee.",scam
"Congratulations! You got a job. Pay ₹5000 to receive your offer letter.",scam
"Your job has been confirmed. Send money for verification.",scam
"You are selected for a high salary job. Pay the registration charge immediately.",scam
"Work from home opportunity available. Pay ₹999 to activate your account.",scam
"Congratulations! You have been selected. Send your bank details to receive salary.",scam
"You got selected for a company. Pay ₹1500 for document verification.",scam
"Your job offer is ready. Click this link and pay the processing fee.",scam
"Earn ₹50000 per month from home. Pay ₹2000 joining fee.",scam
"Your interview is successful. Pay the security deposit to confirm your job.",scam
"Job vacancy confirmed. Send OTP to complete employee verification.",scam
"You have been shortlisted. Pay ₹999 immediately to reserve your position.",scam
"Congratulations! Your job is guaranteed after payment of the registration fee.",scam
"HR has selected you. Send your UPI PIN to complete salary verification.",scam
"You have received a job offer. Pay the refundable security amount today.",scam
